"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Utah","Box Elder",2018,304,182,113,8,1,0,0,151,87,47,0,2,260,0,42,0
"Utah","Cache",2018,304,191,107,6,0,0,0,133,77,47,0,0,207,0,97,0
"Utah","Carbon",2018,303,170,128,5,0,0,0,115,80,49,0,1,302,0,0,0
"Utah","Davis",2018,304,176,115,12,1,0,0,151,90,47,0,24,241,0,38,1
"Utah","Duchesne",2018,304,164,129,11,0,0,0,129,87,49,0,0,276,0,28,0
"Utah","Garfield",2018,304,199,103,2,0,0,0,122,77,46,0,0,304,0,0,0
"Utah","Iron",2018,305,200,105,0,0,0,0,90,74,45,0,0,268,0,37,0
"Utah","Salt Lake",2018,306,147,126,31,2,0,0,169,101,51,1,36,217,0,47,5
"Utah","San Juan",2018,224,126,98,0,0,0,0,100,74,49,0,0,224,0,0,0
"Utah","Tooele",2018,304,178,116,10,0,0,0,138,84,47,0,0,252,0,52,0
"Utah","Uintah",2018,304,167,135,2,0,0,0,136,80,50,0,0,285,0,19,0
"Utah","Utah",2018,306,170,107,22,7,0,0,162,97,49,1,10,242,0,51,2
"Utah","Washington",2018,304,168,135,1,0,0,0,108,80,48,0,1,271,0,32,0
"Utah","Wayne",2018,20,20,0,0,0,0,0,10,9,5,0,0,0,0,20,0
"Utah","Weber",2018,304,161,126,15,2,0,0,157,93,49,0,33,240,0,23,8
"Vermont","Bennington",2018,181,163,17,1,0,0,0,101,50,39,0,0,145,0,36,0
"Vermont","Chittenden",2018,182,155,27,0,0,0,0,89,51,42,1,0,146,0,35,0
"Vermont","Rutland",2018,182,147,35,0,0,0,0,90,60,40,1,1,130,0,50,0
"Vermont","Windham",2018,19,19,0,0,0,0,0,31,22,13,0,0,0,0,19,0
"Virginia","Albemarle",2018,171,146,25,0,0,0,0,93,57,40,0,0,118,0,53,0
"Virginia","Alexandria City",2018,57,57,0,0,0,0,0,11,10,6,0,0,0,0,0,57
"Virginia","Arlington",2018,211,179,31,1,0,0,0,101,57,38,0,51,111,0,49,0
"Virginia","Botetourt",2018,175,174,1,0,0,0,0,62,19,1,0,0,0,175,0,0
"Virginia","Bristol City",2018,85,78,7,0,0,0,0,67,49,27,0,0,0,0,85,0
"Virginia","Caroline",2018,120,100,20,0,0,0,0,84,58,42,0,0,120,0,0,0
"Virginia","Carroll",2018,49,49,0,0,0,0,0,22,17,9,0,0,0,0,0,49
"Virginia","Charles",2018,208,187,20,1,0,0,0,105,51,35,0,39,115,3,51,0
"Virginia","Chesterfield",2018,162,144,18,0,0,0,0,77,51,39,0,0,102,0,60,0
"Virginia","Covington City",2018,181,181,0,0,0,0,0,43,16,3,0,0,0,181,0,0
"Virginia","Fairfax",2018,276,226,49,1,0,0,0,101,56,39,0,19,88,0,165,4
"Virginia","Fauquier",2018,121,109,12,0,0,0,0,80,50,39,0,0,121,0,0,0
"Virginia","Frederick",2018,208,180,28,0,0,0,0,85,54,36,0,0,111,0,97,0
"Virginia","Giles",2018,270,222,45,3,0,0,0,139,61,40,0,0,210,60,0,0
"Virginia","Hampton City",2018,212,193,19,0,0,0,0,93,50,37,1,4,116,0,88,3
"Virginia","Hanover",2018,121,100,21,0,0,0,0,97,64,44,0,0,121,0,0,0
"Virginia","Henrico",2018,221,192,28,1,0,0,0,147,53,37,0,2,134,0,81,4
"Virginia","Hopewell City",2018,50,50,0,0,0,0,0,19,15,10,0,0,0,0,0,50
"Virginia","Loudoun",2018,210,180,30,0,0,0,0,93,55,37,0,42,119,0,49,0
"Virginia","Lynchburg City",2018,82,76,6,0,0,0,0,55,46,26,0,0,0,0,82,0
"Virginia","Madison",2018,233,202,31,0,0,0,0,90,54,41,0,0,230,0,3,0
"Virginia","Norfolk City",2018,215,211,4,0,0,0,0,60,37,19,5,133,0,2,72,3
"Virginia","Prince Edward",2018,240,221,19,0,0,0,0,93,47,35,0,0,240,0,0,0
"Virginia","Prince William",2018,161,138,23,0,0,0,0,100,58,38,0,40,121,0,0,0
"Virginia","Richmond City",2018,212,187,25,0,0,0,0,66,52,33,0,42,0,0,170,0
"Virginia","Roanoke",2018,212,182,30,0,0,0,0,87,54,39,0,6,106,0,100,0
"Virginia","Rockbridge",2018,117,106,11,0,0,0,0,90,50,38,0,0,97,0,20,0
"Virginia","Rockingham",2018,210,191,19,0,0,0,0,77,50,34,0,47,119,0,44,0
"Virginia","Salem City",2018,84,76,8,0,0,0,0,72,49,28,0,0,0,0,84,0
"Virginia","Stafford",2018,146,126,20,0,0,0,0,90,54,39,0,0,122,0,0,24
"Virginia","Suffolk City",2018,122,104,18,0,0,0,0,80,51,44,0,0,122,0,0,0
"Virginia","Virginia Beach City",2018,78,73,5,0,0,0,0,65,42,26,0,0,0,0,78,0
"Virginia","Winchester City",2018,49,49,0,0,0,0,0,20,16,10,0,0,0,0,0,49
"Virginia","Wythe",2018,114,86,28,0,0,0,0,84,64,44,0,0,114,0,0,0
"Washington","Adams",2018,167,161,6,0,0,0,0,64,25,11,0,0,0,0,167,0
"Washington","Asotin",2018,167,156,11,0,0,0,0,70,47,21,0,0,0,0,167,0
"Washington","Benton",2018,212,187,21,4,0,0,0,125,54,29,0,0,92,0,86,34
"Washington","Chelan",2018,211,195,16,0,0,0,0,83,44,21,0,0,0,29,182,0
"Washington","Clallam",2018,213,195,18,0,0,0,0,63,48,37,4,0,153,0,56,0
"Washington","Clark",2018,212,199,12,1,0,0,0,103,47,30,0,0,89,0,123,0
"Washington","Columbia",2018,128,124,4,0,0,0,0,62,34,13,0,0,0,0,128,0
"Washington","Cowlitz",2018,182,181,1,0,0,0,0,52,34,18,0,0,0,0,182,0
"Washington","Franklin",2018,180,172,8,0,0,0,0,71,32,15,0,0,0,0,180,0
"Washington","Garfield",2018,182,179,3,0,0,0,0,53,25,13,0,0,0,0,182,0
"Washington","Grant",2018,212,203,9,0,0,0,0,65,30,15,0,58,0,0,154,0
"Washington","Grays Harbor",2018,182,179,3,0,0,0,0,57,33,20,0,0,0,0,182,0
"Washington","Jefferson",2018,182,181,1,0,0,0,0,54,26,18,0,0,0,0,182,0
"Washington","King",2018,213,175,36,2,0,0,0,147,58,38,1,78,90,0,44,0
"Washington","Kitsap",2018,203,202,1,0,0,0,0,54,21,9,0,0,0,0,203,0
"Washington","Kittitas",2018,211,202,9,0,0,0,0,62,34,15,0,0,0,0,211,0
"Washington","Klickitat",2018,49,49,0,0,0,0,0,48,30,14,0,0,0,0,49,0
"Washington","Lewis",2018,182,180,2,0,0,0,0,60,30,19,0,0,0,0,182,0
"Washington","Mason",2018,182,177,5,0,0,0,0,58,33,18,0,0,0,0,182,0
"Washington","Okanogan",2018,209,167,41,1,0,0,0,125,59,25,0,0,0,0,209,0
"Washington","Pierce",2018,212,177,35,0,0,0,0,90,58,42,0,10,176,0,26,0
"Washington","Skagit",2018,212,208,2,2,0,0,0,125,39,31,0,6,167,0,39,0
"Washington","Snohomish",2018,212,191,21,0,0,0,0,83,50,21,0,0,0,0,212,0
"Washington","Spokane",2018,212,187,25,0,0,0,0,84,53,34,0,0,86,0,84,42
"Washington","Stevens",2018,206,167,39,0,0,0,0,97,57,26,0,0,0,0,135,71
"Washington","Thurston",2018,188,183,5,0,0,0,0,90,42,23,0,0,89,0,99,0
"Washington","Walla Walla",2018,212,205,7,0,0,0,0,62,31,14,0,0,0,0,141,71
"Washington","Whatcom",2018,212,148,54,10,0,0,0,113,72,39,0,0,45,128,39,0
"Washington","Whitman",2018,182,176,6,0,0,0,0,56,31,13,0,0,0,0,182,0
"Washington","Yakima",2018,212,179,33,0,0,0,0,85,57,28,0,0,0,0,199,13
"West Virginia","Berkeley",2018,141,122,19,0,0,0,0,97,54,42,0,0,115,0,26,0
"West Virginia","Brooke",2018,273,244,28,1,0,0,0,110,51,20,0,0,0,73,87,113
"West Virginia","Cabell",2018,141,114,27,0,0,0,0,100,61,40,0,0,114,0,27,0
"West Virginia","Gilmer",2018,238,224,14,0,0,0,0,90,46,32,0,0,238,0,0,0
"West Virginia","Greenbrier",2018,116,106,10,0,0,0,0,84,49,42,0,0,116,0,0,0
"West Virginia","Hancock",2018,273,237,35,1,0,0,0,105,58,36,0,0,180,29,40,24
"West Virginia","Harrison",2018,59,54,5,0,0,0,0,58,49,27,0,0,0,0,59,0
"West Virginia","Kanawha",2018,182,141,40,1,0,0,0,105,58,43,2,0,92,0,88,0
"West Virginia","Marion",2018,60,55,5,0,0,0,0,56,50,31,0,0,0,0,60,0
"West Virginia","Marshall",2018,273,209,64,0,0,0,0,93,58,33,0,0,0,73,200,0
"West Virginia","Mason",2018,235,226,7,2,0,0,0,124,24,3,0,0,0,235,0,0
"West Virginia","Mineral",2018,179,148,11,11,9,0,0,200,103,3,0,0,0,179,0,0
"West Virginia","Monongalia",2018,158,137,21,0,0,0,0,93,54,38,0,0,116,19,23,0
"West Virginia","Ohio",2018,234,195,38,1,0,0,0,105,61,40,0,0,205,0,29,0
"West Virginia","Tucker",2018,242,214,28,0,0,0,0,74,51,38,0,0,242,0,0,0
"West Virginia","Wood",2018,179,168,11,0,0,0,0,74,48,35,0,0,113,39,27,0
"Wisconsin","Ashland",2018,176,160,16,0,0,0,0,84,50,42,0,0,174,0,2,0
"Wisconsin","Brown",2018,181,152,28,1,0,0,0,105,61,43,0,0,125,1,55,0
"Wisconsin","Columbia",2018,139,114,24,1,0,0,0,122,64,42,0,0,139,0,0,0
"Wisconsin","Dane",2018,181,141,39,1,0,0,0,112,61,42,0,0,109,0,72,0
"Wisconsin","Dodge",2018,182,143,36,3,0,0,0,133,64,43,1,0,150,0,31,0
"Wisconsin","Door",2018,118,103,12,3,0,0,0,119,67,43,0,0,118,0,0,0
"Wisconsin","Eau Claire",2018,181,132,48,1,0,0,0,129,64,44,0,0,116,0,65,0
"Wisconsin","Fond du Lac",2018,139,116,22,1,0,0,0,101,61,42,0,0,139,0,0,0
"Wisconsin","Forest",2018,181,150,31,0,0,0,0,93,58,43,0,0,172,0,9,0
"Wisconsin","Grant",2018,174,157,17,0,0,0,0,66,50,30,0,0,0,0,174,0
"Wisconsin","Jefferson",2018,134,106,26,2,0,0,0,126,67,42,0,0,134,0,0,0
"Wisconsin","Kenosha",2018,181,142,30,7,2,0,0,166,71,43,0,0,127,0,54,0
"Wisconsin","Kewaunee",2018,131,110,18,3,0,0,0,126,67,44,0,0,131,0,0,0
"Wisconsin","La Crosse",2018,181,151,30,0,0,0,0,93,58,42,0,0,111,0,70,0
"Wisconsin","Manitowoc",2018,132,108,19,4,1,0,0,161,64,42,0,0,132,0,0,0
"Wisconsin","Marathon",2018,123,97,26,0,0,0,0,97,67,44,0,0,123,0,0,0
"Wisconsin","Milwaukee",2018,182,130,49,3,0,0,0,122,65,43,1,8,105,0,68,0
"Wisconsin","Oneida",2018,181,176,5,0,0,0,0,69,24,1,0,0,0,181,0,0
"Wisconsin","Outagamie",2018,181,135,41,5,0,0,0,123,69,44,0,0,116,16,49,0
"Wisconsin","Ozaukee",2018,179,149,26,4,0,0,0,140,64,41,0,0,132,0,47,0
"Wisconsin","Racine",2018,129,102,21,5,1,0,0,156,74,43,0,0,129,0,0,0
"Wisconsin","Rock",2018,133,111,21,1,0,0,0,133,64,41,0,0,133,0,0,0
"Wisconsin","Sauk",2018,181,146,34,1,0,0,0,122,64,43,0,0,126,0,55,0
"Wisconsin","Sheboygan",2018,134,105,22,6,1,0,0,169,77,44,0,0,134,0,0,0
"Wisconsin","Taylor",2018,241,212,29,0,0,0,0,93,51,41,0,0,211,0,30,0
"Wisconsin","Vilas",2018,181,159,22,0,0,0,0,100,51,42,0,0,129,0,52,0
"Wisconsin","Walworth",2018,130,100,28,2,0,0,0,126,74,42,0,0,130,0,0,0
"Wisconsin","Waukesha",2018,181,141,37,3,0,0,0,122,64,42,0,0,111,0,70,0
"Wyoming","Albany",2018,251,132,116,3,0,0,0,115,77,50,0,1,216,0,14,20
"Wyoming","Big Horn",2018,249,216,33,0,0,0,0,84,54,42,0,0,249,0,0,0
"Wyoming","Campbell",2018,273,215,56,1,1,0,0,167,56,42,0,0,130,0,1,142
"Wyoming","Carbon",2018,181,148,33,0,0,0,0,87,58,44,0,8,168,5,0,0
"Wyoming","Converse",2018,273,258,15,0,0,0,0,67,48,37,1,0,173,91,4,4
"Wyoming","Fremont",2018,212,157,55,0,0,0,0,91,64,46,0,0,173,0,28,11
"Wyoming","Johnson",2018,44,35,9,0,0,0,0,64,54,47,0,0,44,0,0,0
"Wyoming","Laramie",2018,212,182,30,0,0,0,0,93,54,43,0,6,162,0,41,3
"Wyoming","Lincoln",2018,273,262,11,0,0,0,0,82,36,17,0,0,0,0,0,273
"Wyoming","Natrona",2018,211,165,46,0,0,0,0,84,58,44,0,10,167,1,32,1
"Wyoming","Park",2018,92,87,5,0,0,0,0,85,36,15,0,0,0,0,68,24
"Wyoming","Platte",2018,30,28,2,0,0,0,0,55,48,12,0,0,0,0,0,30
"Wyoming","Sheridan",2018,273,176,95,2,0,0,0,108,67,47,0,0,232,0,41,0
"Wyoming","Sublette",2018,273,160,113,0,0,0,0,97,71,49,0,0,273,0,0,0
"Wyoming","Sweetwater",2018,273,189,78,5,1,0,0,163,67,44,0,1,145,66,22,39
"Wyoming","Teton",2018,253,183,69,1,0,0,0,106,64,46,0,0,225,0,27,1
"Wyoming","Uinta",2018,273,237,36,0,0,0,0,93,54,40,0,2,175,0,0,96
"Wyoming","Weston",2018,252,207,44,1,0,0,0,101,54,44,0,0,246,6,0,0
